nd,nf,la,ld,ndev,nuc,contains_bug
2,5,75,56,3,1,FALSE
6,14,226,95,3,5,FALSE
1,1,1,1,3,1,TRUE
9,9,26,8,3,6,FALSE
1,1,4,7,1,1,FALSE
2,3,18,15,3,1,FALSE
3,3,8,4,3,2,TRUE
10,19,1139,588,3,7,TRUE
2,2,8,14,3,2,FALSE
1,1,5,0,2,1,FALSE
2,2,39,23,3,1,TRUE
3,3,140,24,3,2,TRUE
3,3,51,14,3,2,TRUE
1,1,2,2,3,1,FALSE
3,3,4,4,3,3,FALSE
2,2,3,3,3,1,FALSE
6,7,154,43,3,5,TRUE
1,2,18,4,3,2,FALSE
2,3,101,86,3,1,FALSE
7,11,914,26,3,4,TRUE
6,6,30,111,3,3,FALSE
1,1,25,0,0,0,FALSE
2,2,134,0,0,0,FALSE
10,14,378,95,3,10,TRUE
2,3,4,4,4,3,FALSE
1,1,2,1,2,1,FALSE
2,2,2,2,3,2,FALSE
1,1,8,2,3,1,FALSE
1,2,46,52,3,2,FALSE
3,3,12,7,3,3,FALSE
1,1,1,1,2,1,FALSE
2,2,3,3,2,1,FALSE
3,6,546,161,3,3,TRUE
1,1,5,10,3,1,FALSE
1,1,38,13,3,1,FALSE
1,1,1,1,3,1,FALSE
1,1,10,4,3,1,FALSE
6,6,126,31,3,5,TRUE
1,1,1,5,2,1,TRUE
2,2,15,4,2,2,FALSE
15,65,723,788,3,6,FALSE
1,1,9,0,3,1,FALSE
4,5,23,47,3,3,FALSE
6,6,14,11,3,3,FALSE
14,25,132,60,3,9,TRUE
1,1,25,1,2,1,FALSE
2,2,26,4,3,2,FALSE
1,1,1,7,2,1,FALSE
3,3,32,3,3,2,FALSE
1,1,0,9,3,1,FALSE
7,9,165,35,3,3,FALSE
3,4,61,8,3,3,FALSE
1,1,2,0,3,1,FALSE
1,1,7,1,2,1,FALSE
1,1,2,2,3,1,FALSE
2,3,18,318,3,2,FALSE
2,2,4,16,2,1,FALSE
5,6,187,5,3,3,TRUE
2,2,4,1,3,2,FALSE
1,1,1,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,28,0,2202,2,2,FALSE
1,1,9,11,2,1,FALSE
2,2,11,4,3,1,FALSE
1,1,6,0,3,1,FALSE
1,1,2,1,3,1,FALSE
2,3,3,3,3,1,FALSE
3,4,31,7,3,1,FALSE
1,3,6,6,2,2,TRUE
1,3,186,3,2,1,TRUE
1,1,13,1,3,1,FALSE
43,189,3354,2680,3,53,TRUE
1,1,20,16,2,1,FALSE
1,1,3,12,3,1,FALSE
1,2,345,4,2,1,TRUE
1,1,74,20,2,1,FALSE
4,6,214,5,3,4,FALSE
1,1,4,0,2,1,FALSE
1,1,4,0,2,1,FALSE
1,1,1,1,2,1,FALSE
3,3,11,4,3,2,FALSE
5,8,308,4,3,5,FALSE
2,2,72,15,3,2,FALSE
2,2,10,1,3,2,FALSE
1,1,10,3,2,1,FALSE
1,1,1,0,3,1,FALSE
3,6,134,33,3,4,FALSE
2,3,126,99,3,2,FALSE
2,7,6,12,3,6,FALSE
2,2,4,1,3,1,FALSE
2,3,18,42,3,2,FALSE
1,1,3,3,2,1,TRUE
2,2,37,27,3,2,FALSE
1,1,2,0,2,1,FALSE
1,29,0,2309,1,1,FALSE
2,59,4703,0,0,0,FALSE
1,30,180,2272,3,16,FALSE
1,1,3,0,3,1,FALSE
1,2,2,2,3,2,FALSE
5,5,158,16,3,4,TRUE
1,1,9,10,2,1,FALSE
2,2,3,9,3,2,FALSE
2,2,54,21,2,2,TRUE
5,6,52,52,3,5,FALSE
1,1,60,15,2,1,FALSE
1,1,2,1,3,1,FALSE
1,1,0,27,3,1,FALSE
1,1,4,4,2,1,FALSE
1,1,10,1,2,1,FALSE
1,1,70,8,2,1,FALSE
20,27,400,118,3,12,TRUE
2,3,7,3,3,3,FALSE
4,5,44,41,3,2,FALSE
1,1,65,0,0,0,FALSE
1,1,18,0,1,1,FALSE
3,3,167,3,1,1,FALSE
2,2,52,67,3,2,FALSE
6,7,91,43,3,6,TRUE
1,1,8,0,2,1,FALSE
1,1,1,1,2,1,FALSE
1,1,1,1,3,1,FALSE
7,12,115,67,3,5,TRUE
6,9,207,37,3,4,TRUE
9,14,272,109,3,8,TRUE
3,4,170,14,3,2,TRUE
3,6,68,81,3,3,TRUE
2,4,11,5,3,3,FALSE
23,53,610,563,3,19,TRUE
1,2,89,3,3,1,TRUE
4,6,60,21,3,3,TRUE
2,2,13,2,3,1,FALSE
3,3,33,46,3,3,TRUE
1,1,9,0,3,1,TRUE
2,2,25,19,2,2,FALSE
3,4,47,82,3,2,TRUE
6,11,461,156,3,6,TRUE
1,1,1,3,2,1,FALSE
12,36,888,747,3,9,TRUE
5,14,150,516,3,4,TRUE
7,19,606,309,3,6,TRUE
2,2,2,2,2,2,FALSE
1,1,6,25,3,1,FALSE
1,1,7,0,2,1,FALSE
1,1,6,1,2,1,FALSE
2,5,181,168,3,2,FALSE
3,6,159,100,3,4,FALSE
5,5,184,0,3,1,FALSE
2,2,10,1,2,2,FALSE
1,1,1,1,3,1,FALSE
1,1,6,14,3,1,FALSE
1,1,206,121,2,1,TRUE
2,2,10,1,2,2,FALSE
1,1,13,30,2,1,FALSE
3,3,53,57,3,3,TRUE
10,14,124,30,3,4,TRUE
2,2,56,43,3,2,TRUE
2,2,41,3,3,2,FALSE
1,1,3,3,2,1,FALSE
5,6,88,20,3,3,TRUE
1,1,1,1,2,1,FALSE
2,2,42,0,3,1,FALSE
1,1,0,1,1,1,FALSE
1,1,20,0,1,1,FALSE
4,4,102,83,3,3,FALSE
1,1,1,1,2,1,FALSE
1,1,129,0,3,1,FALSE
1,3,3,6,2,1,FALSE
1,1,3,3,2,1,FALSE
1,1,3,1,2,1,FALSE
3,3,29,11,3,2,TRUE
1,1,1,1,2,1,FALSE
1,1,1,0,2,1,FALSE
2,2,2,4,3,2,FALSE
2,2,8,6,2,1,FALSE
1,1,3,2,1,1,FALSE
1,1,0,3,3,1,FALSE
9,13,582,8,3,3,TRUE
1,1,1,1,2,1,FALSE
10,17,481,236,3,5,TRUE
1,1,2,1,1,1,FALSE
1,1,0,12,2,1,FALSE
3,4,74,33,2,3,TRUE
2,2,113,3,1,1,TRUE
1,3,298,0,0,0,TRUE
2,2,10,7,1,1,FALSE
39,110,12081,0,1,1,TRUE
1,1,0,0,0,0,FALSE
