nd,nf,la,ld,ndev,nuc,contains_bug
1,1,61,1,12,51,TRUE
5,5,16,7,12,126,FALSE
1,1,3,1,11,49,FALSE
2,2,25,9,12,133,FALSE
1,1,2,0,12,4,FALSE
1,2,130,0,1,0,FALSE
104,141,8901,8974,12,3285,TRUE
1,1,6,0,11,18,FALSE
1,1,0,5,11,51,FALSE
1,2,7,7,11,4,FALSE
5,15,56,46,11,217,FALSE
2,2,4,42,11,7,FALSE
8,30,1917,1900,11,347,TRUE
1,1,12,1,11,125,TRUE
1,1,14,1,11,123,FALSE
1,1,28,5,11,124,FALSE
1,1,56,0,1,0,FALSE
4,4,9,9,11,107,FALSE
2,2,6,5,1,3,FALSE
1,1,69,68,11,50,FALSE
1,1,69,68,11,49,FALSE
2,2,22,22,11,67,FALSE
2,2,2,2,11,16,FALSE
1,1,2,2,11,48,FALSE
1,1,3,3,11,17,FALSE
1,8,14,14,11,210,FALSE
1,7,12,12,11,213,FALSE
4,4,11,11,11,112,FALSE
1,1,0,1,10,4,FALSE
1,1,0,0,11,2,FALSE
1,8,14,14,11,202,FALSE
1,1,9,0,11,16,FALSE
1,1,1,1,11,15,FALSE
1,1,2,2,11,14,FALSE
2,2,3,5,11,19,FALSE
1,1,3,5,11,48,FALSE
1,1,1,1,11,47,FALSE
1,1,2,2,11,47,FALSE
2,2,14,13,11,121,FALSE
2,2,10,10,11,69,FALSE
1,1,1,1,11,46,FALSE
3,4,9,11,11,161,FALSE
1,1,5,5,1,1,FALSE
3,5,87,0,1,0,FALSE
1,1,2,2,1,1,FALSE
1,1,2,2,11,45,FALSE
11,11,27,27,11,358,FALSE
1,1,5,6,11,117,TRUE
2,2,60,88,11,143,TRUE
4,4,12,12,11,121,FALSE
88,88,0,352,11,264,FALSE
1,1,15,10,11,13,FALSE
1,1,1,1,11,4,FALSE
1,1,10,8,11,12,FALSE
1,1,10,7,11,7,FALSE
1,1,2,2,11,1,FALSE
5,5,11,11,11,168,FALSE
3,4,67,0,11,121,TRUE
1,1,0,5,11,114,FALSE
2,3,68,387,11,136,FALSE
1,1,1,1,11,11,TRUE
1,1,13,20,11,4,FALSE
1,1,6,2,11,112,FALSE
1,1,13,13,11,111,FALSE
1,1,0,4,11,110,FALSE
1,2,36,0,1,0,FALSE
1,1,1,1,11,3,FALSE
1,1,3,3,2,1,FALSE
1,1,8,3,11,10,TRUE
3,4,313,9,2,1,FALSE
1,1,5,3,11,2,TRUE
1,1,9,0,1,0,FALSE
1,1,10,0,11,9,TRUE
1,2,14,3,11,115,TRUE
1,3,18,27,11,20,TRUE
4,4,0,0,11,4,FALSE
2,2,236,0,1,0,TRUE
1,2,17,5,11,17,TRUE
1,1,0,0,11,1,FALSE
1,2,2,93,11,125,FALSE
4,12,79,61,11,164,FALSE
1,2,4,193,11,121,FALSE
2,2,11,2,11,10,FALSE
1,1,1,1,11,2,FALSE
2,2,7,1,11,10,FALSE
2,8,238,0,10,3,FALSE
1,1,14,14,11,6,TRUE
7,49,6,23,11,139,FALSE
1,1,1,1,11,3,FALSE
2,3,9,8,11,12,FALSE
11,12,3,3,11,156,FALSE
1,1,9,6,11,103,TRUE
88,88,160,72,11,2656,FALSE
2,4,38,5,11,180,FALSE
2,2,3,4,11,13,FALSE
1,1,6,6,11,2,FALSE
1,1,4,13,11,101,FALSE
1,1,7,14,11,1,FALSE
1,1,21,1,11,100,FALSE
5,12,168,93,11,110,FALSE
1,1,11,0,11,46,FALSE
1,1,5,1,11,45,FALSE
1,1,3,0,11,44,FALSE
1,3,43,31,11,60,TRUE
1,1,1,1,11,11,FALSE
1,2,9,7,11,19,TRUE
5,24,987,446,11,265,TRUE
1,1,16,0,11,4,TRUE
4,7,331,101,11,160,TRUE
3,4,100,80,11,161,TRUE
0,0,0,0,0,0,TRUE
5,23,821,336,11,299,TRUE
59,59,59,59,11,1814,FALSE
88,88,0,176,11,176,FALSE
4,4,15,1,11,100,TRUE
1,1,0,2,11,4,FALSE
88,90,88,91,11,145,FALSE
88,88,528,0,1,0,FALSE
93,95,2,434,11,2705,FALSE
88,88,450,362,11,2419,FALSE
1,1,3,1,11,5,FALSE
1,4,84,30,11,54,TRUE
92,95,52,236,11,2528,TRUE
1,1,33,33,11,91,TRUE
1,1,1053,398,11,90,TRUE
1,1,0,1312,11,56,FALSE
1,1,1,0,11,40,FALSE
1,2,2,4,11,55,FALSE
1,2,2,66,10,1,FALSE
90,90,100,92,11,2313,FALSE
91,91,179,635,11,2224,FALSE
6,8,472,10,11,146,TRUE
2,2,3,3,11,20,FALSE
3,5,75,125,11,105,TRUE
1,1,0,1,5,23,FALSE
5,16,439,352,11,278,TRUE
2,3,53,53,11,55,FALSE
5,12,65,125,11,266,TRUE
93,94,700,238,11,2185,FALSE
5,5,198,20,11,63,FALSE
93,93,178,635,11,2043,FALSE
3,4,44,137,10,62,FALSE
1,1,19,5,5,38,TRUE
4,6,85,7,10,96,FALSE
1,1,2,3,5,22,FALSE
3,4,40,8,10,156,FALSE
3,3,3,3,3,32,FALSE
1,1,49,48,5,37,TRUE
1,1,1,1,10,3,FALSE
1,1,0,0,10,2,FALSE
1,2,2,2,10,132,TRUE
4,4,0,0,10,74,FALSE
1,1,0,0,1,0,FALSE
1,1,63,0,1,0,FALSE
1,1,63,0,1,0,FALSE
17,17,163,163,8,396,FALSE
1,1,1,1,10,24,FALSE
1,1,1,1,10,23,FALSE
1,3,7,7,5,46,TRUE
3,3,0,0,10,70,FALSE
7,16,6,168,10,48,FALSE
2,4,104,31,10,145,FALSE
3,14,1437,1359,10,235,TRUE
5,7,260,0,10,79,FALSE
7,20,190,290,7,12,FALSE
1,2,2,2,5,3,FALSE
1,1,2,2,5,5,FALSE
2,3,93,93,5,6,FALSE
3,3,3,3,3,29,FALSE
3,6,4,21,3,39,FALSE
2,2,2,2,7,56,FALSE
3,3,3,3,3,23,FALSE
1,1,6,9,7,22,FALSE
1,1,3,1,5,21,FALSE
1,1,18,19,8,3,FALSE
1,1,9,23,7,18,TRUE
1,1,3,2,5,36,FALSE
31,31,129,129,8,679,FALSE
1,1,24,2,5,35,FALSE
1,1,3,0,8,43,FALSE
1,1,0,7,7,21,FALSE
1,1,19,9,7,20,TRUE
1,1,5,0,5,8,FALSE
13,13,26,26,8,322,FALSE
1,1,18,5,5,34,FALSE
1,1,3,3,5,33,FALSE
1,1,5,0,1,0,FALSE
1,1,2,2,5,6,TRUE
4,4,19,19,8,92,FALSE
1,1,7,1,5,7,FALSE
1,1,8,7,5,6,FALSE
1,2,9,23,8,126,FALSE
1,2,21,2,8,124,TRUE
1,1,1,1,8,38,FALSE
1,1,1,1,8,39,FALSE
1,1,1,1,8,40,TRUE
1,5,12,12,5,77,TRUE
92,94,272,17,8,2086,TRUE
2,4,76,9,8,95,FALSE
5,6,26,1,7,102,FALSE
3,5,213,1,8,188,TRUE
87,87,257,344,6,1785,FALSE
1,1,4,2,7,34,FALSE
1,1,1,1,3,6,FALSE
17,17,119,119,6,343,FALSE
1,1,1055,1042,7,33,TRUE
5,6,51,3,7,96,FALSE
10,10,78,78,6,214,FALSE
12,12,62,62,6,268,FALSE
2,2,7,7,6,50,FALSE
87,87,348,348,6,1657,FALSE
1,1,1,1,6,29,FALSE
86,86,119,119,6,1529,FALSE
1,7,53,45,7,185,TRUE
1,1,1,1,6,27,FALSE
20,20,65,65,6,398,FALSE
1,1,2,4,5,6,FALSE
1,1,2,6,5,5,FALSE
1,1,6,0,5,4,FALSE
1,1,2,2,5,31,FALSE
1,1,2,0,5,31,TRUE
1,1,1,1,5,30,FALSE
1,1,2,2,5,29,FALSE
2,3,89,72,5,59,TRUE
12,12,92,92,6,220,FALSE
86,86,258,258,6,1410,FALSE
1,1,3,3,5,29,TRUE
1,1,3,3,5,40,FALSE
1,1,61,0,1,0,FALSE
1,1,1,1,5,18,FALSE
3,3,4,4,5,48,FALSE
1,1,19,0,5,79,FALSE
1,1,6,6,5,34,TRUE
1,1,19,1,5,78,TRUE
1,1,13,1,5,5,FALSE
2,2,1,0,7,12,FALSE
1,1,0,12,5,3,FALSE
1,1,0,87,5,4,FALSE
1,1,1,0,5,20,FALSE
1,1,2,1,5,3,FALSE
21,21,414,414,5,338,FALSE
1,1,61,0,1,0,FALSE
1,1,34,5,5,3,TRUE
2,3,8,0,6,11,FALSE
1,2,5,7,5,105,TRUE
1,1,1,1,5,33,FALSE
8,8,65,65,5,132,FALSE
1,1,2,2,5,28,FALSE
13,13,64,63,5,202,FALSE
12,12,74,74,5,204,FALSE
84,84,451,115,5,1267,FALSE
1,1,11,10,5,27,TRUE
6,11,169,10,5,168,TRUE
1,1,1,1,5,27,FALSE
5,7,64,3,5,121,TRUE
4,4,163,2,5,65,FALSE
2,2,170,0,5,20,FALSE
1,1,1,1,5,31,FALSE
86,86,341,344,5,1296,FALSE
4,4,20,20,5,57,FALSE
1,1,1,1,5,2,FALSE
6,14,89,71,5,240,TRUE
1,1,2,0,5,1,FALSE
1,1,5,2,5,25,FALSE
5,8,267,122,5,49,TRUE
1,4,7,9,5,79,TRUE
1,2,1,2,5,95,FALSE
10,31,957,521,5,270,TRUE
1,1,1,1,5,30,FALSE
1,1,0,1,5,29,FALSE
1,1,1,1,5,28,TRUE
6,15,363,125,5,73,TRUE
1,2,2,2,5,25,FALSE
1,1,2,2,5,21,FALSE
7,7,49,49,5,108,FALSE
1,1,5,10,5,8,TRUE
1,2,13,0,5,28,TRUE
1,1,1,1,5,20,FALSE
1,1,1,1,5,12,FALSE
5,5,7,7,5,85,TRUE
1,1,2,2,5,18,FALSE
1,1,2,2,5,26,TRUE
1,1,0,1,5,25,FALSE
2,2,7,0,5,25,TRUE
1,1,6,8,3,11,FALSE
1,7,7,11,5,122,TRUE
1,11,210,15,5,152,TRUE
1,3,15,21,5,90,TRUE
84,84,168,0,5,1088,FALSE
3,3,77,77,5,29,FALSE
2,4,74,18,5,77,TRUE
1,1,1,1,5,23,FALSE
2,2,13,3,5,24,TRUE
1,2,24,31,5,23,TRUE
1,1,1,1,5,20,FALSE
2,3,10,9,5,21,TRUE
5,13,497,45,5,197,TRUE
1,1,3,2,2,17,FALSE
1,1,1,1,2,16,FALSE
1,1,3,5,5,15,TRUE
2,5,103,68,5,117,TRUE
5,6,26,0,4,71,TRUE
1,1,7,1,5,23,TRUE
1,4,288,339,5,25,TRUE
1,2,7,8,5,23,TRUE
1,1,86,1,1,1,FALSE
1,1,113,72,5,20,TRUE
1,1,11,0,1,0,FALSE
1,1,32,8,5,19,FALSE
1,1,2,0,5,4,FALSE
1,2,36,10,5,31,TRUE
1,1,11,9,5,17,FALSE
1,1,8,4,5,16,TRUE
2,2,19,2,5,18,TRUE
1,2,52,31,5,78,TRUE
87,87,179,180,5,1052,TRUE
1,1,1,1,4,8,FALSE
1,1,30,2,5,12,TRUE
1,1,1,0,5,11,TRUE
1,1,1,0,4,12,TRUE
1,1,3,3,3,10,TRUE
8,9,460,177,5,46,TRUE
1,1,1,1,4,18,FALSE
1,1,2,5,4,11,TRUE
1,1,5,4,4,10,TRUE
1,1,3,1,4,9,TRUE
1,1,9,5,4,8,TRUE
1,1,1,1,4,17,FALSE
1,1,7,14,4,7,TRUE
1,1,240,195,4,6,TRUE
1,1,5,0,4,63,TRUE
1,2,103,80,4,67,TRUE
1,1,1,1,4,4,TRUE
2,2,8,6,4,19,TRUE
1,1,2,2,4,16,FALSE
1,1,0,0,1,0,FALSE
87,87,342,0,4,969,TRUE
1,1,0,2,4,1,FALSE
91,95,2432,1398,4,929,TRUE
1,1,44,41,3,14,FALSE
1,1,67,54,4,24,FALSE
1,1,10,6,4,31,FALSE
23,23,115,115,4,251,FALSE
1,1,2,2,3,13,FALSE
88,88,1415,973,4,842,TRUE
1,1,4,0,4,59,FALSE
1,1,1,0,4,14,FALSE
1,1,24,26,4,58,FALSE
90,91,0,297,4,728,FALSE
1,1,2,2,4,2,TRUE
1,1,1,1,4,1,TRUE
87,87,173,262,4,598,TRUE
1,1,2,4,4,57,FALSE
1,1,3,2,4,1,FALSE
87,88,471,85,4,510,TRUE
1,1,1,1,4,26,FALSE
1,1,10,10,4,56,FALSE
3,3,10,10,4,20,FALSE
87,87,457,456,4,434,FALSE
1,1,2,13,4,22,FALSE
1,1,31,31,4,21,FALSE
1,1,48,45,4,12,FALSE
2,2,30,30,4,66,FALSE
1,2,113,7,4,54,TRUE
87,87,273,5,4,345,FALSE
1,1,11,18,4,9,FALSE
3,3,130,42,4,81,FALSE
85,85,185,15,4,245,FALSE
2,2,0,0,1,0,FALSE
3,3,0,0,4,37,FALSE
1,1,2,2,3,12,FALSE
1,1,72,12,2,15,TRUE
1,1,0,11,4,52,FALSE
1,1,1,1,4,51,FALSE
1,1,6,9717,4,4,FALSE
1,3,0,9916,4,3,FALSE
1,1,204,198,4,3,FALSE
1,1,15,8,4,50,FALSE
1,1,1,1,4,49,FALSE
1,1,2,0,3,7,FALSE
1,1,1,0,4,48,TRUE
87,88,287,94,4,215,TRUE
1,1,2,4,4,46,FALSE
1,1,1,1,4,19,FALSE
1,1,2,2,3,11,FALSE
2,2,15,16,4,63,FALSE
1,1,15,2,4,44,FALSE
3,3,25,25,4,4,FALSE
1,1,1,1,3,6,FALSE
1,1,2,2,4,43,TRUE
1,1,1,1,3,10,FALSE
1,1,1,1,3,9,FALSE
5,5,30,30,4,8,FALSE
2,2,2,0,4,59,FALSE
1,1,8,6,4,41,FALSE
4,4,18,18,4,6,FALSE
4,4,15,30,4,50,FALSE
3,3,11,11,4,5,FALSE
1,1,7,7,4,15,FALSE
1,1,7,7,4,14,FALSE
1,1,0,3,4,40,FALSE
3,3,0,0,1,0,FALSE
12,12,105,105,4,15,FALSE
1,1,1,1,4,39,FALSE
1,1,36,0,1,0,FALSE
12,12,99,99,4,27,FALSE
83,83,2967,37,4,15,FALSE
1,1,2,1,4,38,FALSE
1,1,1,1,2,14,FALSE
3,3,0,0,3,31,FALSE
1,1,2,2,3,8,FALSE
3,3,18,16,4,34,FALSE
1,1,1,1,3,5,FALSE
4,4,12,9,4,73,FALSE
2,2,6,0,3,10,FALSE
3,3,21,2,4,57,FALSE
1,1,0,4,4,2,FALSE
1,1,5,4,2,13,FALSE
1,1,30,10,4,1,FALSE
2,2,10050,2,4,35,TRUE
4,5,342,5,4,64,FALSE
3,3,4,5,3,25,FALSE
3,3,5,0,3,60,FALSE
1,1,1,1,3,32,TRUE
1,1,1,1,3,31,FALSE
4,4,0,0,3,31,FALSE
1,1,1,1,3,30,TRUE
1,1,16,0,1,0,FALSE
2,2,2,2,3,17,FALSE
1,1,12,6,2,5,FALSE
1,1,1,1,2,12,FALSE
2,2,8,17,3,34,FALSE
1,1,1,1,3,28,FALSE
1,1,9,6,3,27,TRUE
4,4,37,0,3,26,TRUE
1,1,9,9,3,5,FALSE
1,1,0,1,2,4,FALSE
1,1,1,1,2,3,FALSE
1,1,5,13,3,9,TRUE
1,1,4,0,1,0,FALSE
1,1,12,9,3,3,FALSE
1,1,1,1,3,6,FALSE
1,1,1,1,2,3,FALSE
1,1,1,1,2,2,FALSE
3,4,8,11,3,21,FALSE
1,1,1,1,3,6,FALSE
2,2,3,3,3,7,FALSE
3,3,10,12,3,14,FALSE
4,4,1,1,2,34,FALSE
1,1,0,0,2,1,FALSE
1,1,2,2,3,9,FALSE
4,4,0,0,2,9,FALSE
1,1,5,6,2,10,FALSE
1,1,3,2,2,9,FALSE
1,1,1,1,2,8,FALSE
4,6,112,85,3,15,FALSE
4,4,0,0,2,5,FALSE
3,4,13,8,2,23,FALSE
1,1,19,3,3,25,FALSE
2,2,9,8,3,34,TRUE
2,2,8,0,3,32,FALSE
1,2,14,17,3,30,TRUE
1,2,2,26,3,28,FALSE
1,1,4,4,3,15,FALSE
3,4,141,14,3,23,FALSE
1,1,2,2,3,4,FALSE
1,1,3,14,3,6,TRUE
1,1,41,30,3,3,TRUE
1,1,20,3,3,20,FALSE
1,1,44,2,2,7,TRUE
4,4,1,1,2,31,FALSE
2,2,5,1,3,22,FALSE
1,1,108,29,2,6,TRUE
1,1,12,8,3,2,TRUE
3,3,0,0,2,15,FALSE
1,1,1,1,3,18,FALSE
1,2,12,8,3,12,FALSE
1,1,5,13,3,16,FALSE
3,3,24,2,3,13,TRUE
5,6,140,13,3,34,TRUE
1,1,3,3,2,5,FALSE
9,23,19356,19355,2,31,TRUE
4,13,19400,9,2,5,FALSE
5,6,25,3,2,30,TRUE
1,1,1,0,2,1,FALSE
5,5,1,1,2,11,FALSE
1,3,21,21,2,21,TRUE
1,1,1,7,2,1,FALSE
1,1,3,3,2,4,FALSE
1,1,5,5,2,1,FALSE
3,3,42,8,2,9,FALSE
2,2,4,3,2,4,FALSE
4,4,3,1,2,9,FALSE
1,1,13,2,2,2,FALSE
1,1,17,4,2,12,FALSE
1,1,1,1,2,1,FALSE
1,1,8,1,2,3,TRUE
1,1,1,1,2,4,FALSE
3,4,38,14,2,19,TRUE
5,26,0,0,2,26,FALSE
2,2,0,0,1,0,FALSE
1,1,2,1,2,5,FALSE
3,3,12,2,2,22,TRUE
1,1,0,0,1,0,FALSE
2,2,61,9,2,11,TRUE
2,2,28,14,2,8,FALSE
3,3,21,12,2,17,FALSE
3,4,42,7,3,43,TRUE
1,1,7,0,1,0,TRUE
1,1,1,1,2,2,FALSE
1,2,16,0,2,8,TRUE
3,3,0,0,1,3,FALSE
1,1,7,6,2,2,FALSE
1,1,5,3,2,3,FALSE
1,1,0,6,2,1,FALSE
1,1,2,1,2,5,FALSE
3,3,0,0,1,0,FALSE
3,3,26,12,2,7,TRUE
2,2,43,0,2,12,TRUE
2,2,7,0,2,4,FALSE
2,2,3,3,2,4,FALSE
2,2,11,2,2,2,FALSE
1,1,7,1,2,6,FALSE
1,1,1,1,2,1,FALSE
1,1,11,2,2,5,FALSE
1,1,5,2,2,1,TRUE
1,1,38,20,2,4,FALSE
1,1,64,27,2,3,TRUE
2,2,3,11,2,4,FALSE
12,44,1492,326,2,7,TRUE
2,2,5,3,2,2,FALSE
1,1,5,0,2,6,FALSE
1,1,5,1,2,5,FALSE
1,1,66,2,2,10,FALSE
1,1,8,3,2,4,FALSE
1,1,0,32,1,1,FALSE
1,1,9,3,2,9,FALSE
1,1,2,1,2,8,FALSE
1,1,56,18,2,7,TRUE
1,1,0,13,1,1,FALSE
1,1,7,7,2,3,FALSE
1,1,13,9,2,2,FALSE
1,4,33,81,2,16,TRUE
1,2,325,0,1,0,TRUE
1,1,4,0,1,5,FALSE
1,3,20,16,1,11,FALSE
1,3,33,6,1,8,FALSE
1,2,36,3,1,4,FALSE
1,4,53,9,1,3,FALSE
1,3,52,0,1,0,FALSE
1,1,1,0,1,0,FALSE
1,6,0,529,1,8,FALSE
1,3,45,12,1,2,FALSE
1,5,496,0,1,0,FALSE
