nd,nf,la,ld,ndev,nuc,contains_bug
1,1,0,6,22,32,FALSE
1,3,3,35,22,164,FALSE
2,2,7,5,22,53,TRUE
1,1,9,4,22,88,FALSE
1,1,2,2,22,9,FALSE
7,30,1989,0,1,0,FALSE
2,3,3,3,22,68,FALSE
1,3,0,0,1,0,FALSE
1,1,1,1,22,20,FALSE
1,1,1,1,22,19,FALSE
1,1,3,3,22,18,FALSE
3,4,6,8,22,72,FALSE
1,1,2,2,22,30,FALSE
1,1,23,24,22,5,FALSE
2,2,35,36,22,5,FALSE
1,1,3,3,22,91,FALSE
1,9,9,9,22,60,FALSE
1,9,9,9,22,69,FALSE
2,3,4,4,22,40,FALSE
2,3,4,4,22,43,FALSE
1,1,3,3,18,3,FALSE
1,1,1,0,22,268,FALSE
2,2,8,4,22,220,FALSE
1,1,2,2,22,76,FALSE
3,4,13,9,22,234,TRUE
1,1,4,10,22,74,FALSE
1,1,9,14,22,141,FALSE
3,4,14,19,22,269,FALSE
6,7,13,14,22,266,FALSE
3,3,9,1,22,409,FALSE
3,3,21,3,22,295,FALSE
1,1,2,2,22,90,FALSE
1,2,2,2,21,9,FALSE
3,4,96,44,22,414,TRUE
1,1,2,1,22,1,FALSE
1,1,19,0,1,0,FALSE
6,7,885,21,22,537,TRUE
1,2,2,2,21,7,FALSE
1,1,2,2,22,89,FALSE
23,23,182,17,22,397,FALSE
2,2,8,0,22,51,FALSE
1,1,24,9,22,13,FALSE
1,1,24,18,22,12,FALSE
1,1,2,2,22,88,FALSE
1,1,2,2,22,87,FALSE
1,1,2,2,22,86,FALSE
27,27,467,101,22,487,FALSE
3,3,11,1,22,175,FALSE
1,1,10,12,22,31,FALSE
1,1,1,1,22,10,FALSE
1,1,0,100,22,2,FALSE
1,1,7,0,22,11,FALSE
1,1,20,1,22,13,FALSE
1,1,2,2,22,85,FALSE
20,20,220,0,22,242,FALSE
31,56,3333,878,22,601,FALSE
2,2,22,0,22,47,FALSE
1,1,8,3,22,7,FALSE
4,15,598,817,22,232,FALSE
1,2,20,26,22,18,FALSE
3,3,7,0,22,273,FALSE
1,1,1,1,22,6,FALSE
1,1,6,2,22,125,FALSE
4,4,17,2,22,267,TRUE
1,1,2,2,22,83,FALSE
3,3,36,16,22,264,FALSE
1,1,1,1,22,82,FALSE
1,1,1,0,22,81,FALSE
2,2,30,80,22,27,FALSE
6,13,591,604,22,431,TRUE
6,7,57,17,22,259,TRUE
1,1,10,10,22,5,FALSE
1,1,4,1,22,17,TRUE
1,1,37,37,22,259,FALSE
2,3,105,0,22,16,TRUE
2,2,15,8,22,259,FALSE
3,3,18,4,22,387,FALSE
4,4,19,3,22,153,FALSE
2,2,8,8,22,16,FALSE
3,3,1,73,22,339,FALSE
2,2,2,435,22,47,FALSE
2,4,1,470,22,132,TRUE
1,3,67,36,22,106,FALSE
1,1,3,35,22,31,FALSE
1,1,8,6,22,26,FALSE
3,3,20,8,22,119,FALSE
3,5,66,329,22,157,FALSE
2,4,25,12,22,8,TRUE
1,1,1,1,22,255,FALSE
1,2,1,2,22,81,FALSE
2,2,6,6,22,260,FALSE
1,1,6,4,22,5,TRUE
2,2,3,2,22,337,FALSE
4,4,15,3,22,462,FALSE
1,1,1,1,22,4,FALSE
1,1,4,2,22,3,TRUE
1,1,1,0,22,2,TRUE
1,1,1,1,22,7,FALSE
5,7,350,152,22,434,TRUE
1,1,10,10,22,8,FALSE
1,1,2,0,22,23,FALSE
2,2,7,6,22,257,FALSE
3,3,59,23,22,259,FALSE
2,2,2,2,22,257,FALSE
1,3,0,142,22,20,FALSE
1,1,1,1,22,5,FALSE
2,2,69,0,1,0,FALSE
6,9,165,126,22,425,TRUE
3,7,377,247,22,135,TRUE
1,1,16,11,22,25,TRUE
1,1,1,1,22,247,FALSE
3,4,32,72,22,260,FALSE
1,1,27,5,22,24,TRUE
2,2,14,8,22,91,TRUE
2,5,11,13,22,42,TRUE
3,7,28,27,22,161,TRUE
3,6,60,8,22,212,TRUE
3,4,82,76,22,146,FALSE
2,2,35,16,22,41,TRUE
1,1,5,0,22,2,FALSE
2,2,25,24,22,259,FALSE
1,1,18,6,22,75,FALSE
1,1,0,46,22,70,FALSE
2,2,29,29,22,72,FALSE
1,1,1,1,22,74,FALSE
4,5,36,120,22,336,TRUE
1,1,0,11,22,73,FALSE
1,1,0,23,22,131,FALSE
1,1,3,3,22,244,FALSE
5,6,2296,604,20,9,FALSE
7,8,58,4,22,363,TRUE
1,1,60,0,1,0,FALSE
1,1,0,463,22,14,FALSE
5,5,236,141,22,379,TRUE
3,5,199,175,22,147,FALSE
1,1,14,11,22,120,FALSE
4,4,137,11,22,319,TRUE
1,1,47,43,22,119,TRUE
4,5,177,33,22,369,FALSE
14,65,2232,2247,22,1326,TRUE
1,1,1,1,22,239,FALSE
1,1,1,1,22,9,FALSE
4,7,491,466,22,295,TRUE
3,3,208,13,22,82,FALSE
2,3,119,9,22,100,TRUE
1,1,16,3,22,4,TRUE
2,2,17,18,22,22,FALSE
1,1,1,1,22,12,FALSE
3,3,42,28,22,84,FALSE
9,20,126,70,22,589,TRUE
9,20,150,119,22,564,FALSE
9,20,119,150,22,544,FALSE
2,3,89,89,22,5,FALSE
1,2,4,9,22,16,FALSE
4,6,183,91,22,287,TRUE
15,15,55,31,22,616,TRUE
20,31,382,233,22,596,TRUE
2,2,3,14,22,15,FALSE
1,1,1,1,22,235,FALSE
1,1,1,1,22,5,FALSE
2,2,14,14,22,141,FALSE
3,4,81,4,22,316,FALSE
1,1,5,4,22,80,FALSE
2,2,2,2,22,317,FALSE
1,1,0,1,22,3,FALSE
1,1,32,20,22,7,FALSE
1,1,1,1,22,232,FALSE
4,4,120,109,22,316,FALSE
1,1,1,1,22,6,FALSE
1,1,5,3,22,5,FALSE
1,1,4,70,22,21,FALSE
1,1,10,0,22,6,FALSE
1,1,14,17,22,4,FALSE
2,4,33,45,22,237,FALSE
2,2,3,1,22,96,TRUE
2,2,14,3,22,65,FALSE
4,4,113,34,22,142,TRUE
10,16,208,82,22,487,TRUE
3,3,103,10,22,38,FALSE
3,8,45,129,22,106,TRUE
5,5,1,0,22,69,FALSE
1,2,58,50,22,34,TRUE
2,2,35,17,22,6,FALSE
3,3,5,6,22,32,FALSE
4,6,35,14,22,264,TRUE
3,3,22,4,22,231,FALSE
2,3,6,7,22,8,FALSE
1,3,9,1,22,11,FALSE
2,3,141,137,22,15,FALSE
2,2,28,24,22,2,FALSE
6,10,822,9,22,341,TRUE
2,3,165,161,22,9,FALSE
2,2,63,117,22,126,FALSE
4,8,212,86,22,291,FALSE
5,5,87,51,22,281,TRUE
5,5,6,16,22,250,FALSE
1,1,116,50,22,2,FALSE
1,1,1,1,22,5,FALSE
13,15,140,26,22,526,FALSE
3,7,321,46,22,79,TRUE
1,1,1,1,22,50,FALSE
5,10,389,43,22,425,FALSE
6,8,447,13,22,324,TRUE
1,1,281,263,22,119,TRUE
1,1,39,9,22,12,TRUE
1,1,3,3,22,79,FALSE
1,1,3,0,22,23,FALSE
1,2,2,6,22,220,FALSE
1,1,2,2,22,67,FALSE
1,1,1,1,22,12,FALSE
26,31,154,63,22,445,FALSE
2,2,10,0,22,45,FALSE
1,1,7,1,22,28,FALSE
1,1,19,19,22,68,FALSE
1,1,5,4,22,115,FALSE
1,1,3,2,22,2,TRUE
1,1,5,7,22,44,FALSE
3,4,25,20,22,199,FALSE
3,4,52,19,22,100,TRUE
5,5,32,56,22,384,TRUE
5,5,30,24,22,281,TRUE
2,2,2,3,22,28,FALSE
1,1,1,1,22,5,FALSE
1,2,9,10,22,23,TRUE
1,1,11,2,22,7,FALSE
1,1,9,8,22,16,FALSE
2,4,12,0,22,26,FALSE
1,1,10,1,22,27,FALSE
2,2,95,5,22,14,TRUE
4,8,38,112,22,241,FALSE
1,1,2,2,22,66,FALSE
1,1,5,0,22,9,FALSE
1,1,0,2,22,20,FALSE
1,1,14,11,22,19,FALSE
1,1,2,1,22,11,FALSE
1,1,5,5,22,25,FALSE
2,2,8,0,22,268,FALSE
1,1,7,0,22,8,FALSE
2,3,89,89,22,16,TRUE
4,4,79,25,22,191,TRUE
1,2,10,0,18,2,FALSE
1,1,8,6,22,66,TRUE
24,65,1332,313,22,396,FALSE
1,1,2,2,22,216,FALSE
2,2,9,6,22,95,FALSE
1,1,1,1,22,78,FALSE
1,1,2,1,22,11,FALSE
3,6,42,20,22,121,TRUE
3,3,13,4,22,95,TRUE
1,1,20,5,22,9,FALSE
1,1,47,18,22,8,TRUE
1,1,8,7,22,65,FALSE
1,1,0,23,8,6,FALSE
1,1,8,4,22,15,TRUE
1,1,2,2,22,64,FALSE
1,1,10,10,22,63,FALSE
1,2,5,4,22,24,TRUE
1,2,0,35,22,2,FALSE
3,10,128,129,22,25,FALSE
2,2,324,0,22,62,FALSE
1,1,99,0,1,0,TRUE
3,5,12,8,22,187,FALSE
1,1,195,0,1,0,FALSE
3,4,40,35,22,49,TRUE
2,4,83,82,22,112,TRUE
3,4,44,16,22,320,TRUE
1,1,15,9,22,75,TRUE
1,1,35,27,22,74,FALSE
1,1,13,0,22,2,FALSE
4,4,9,9,22,77,FALSE
1,1,1,1,22,6,FALSE
1,1,10,0,22,4,FALSE
1,2,86,43,22,13,TRUE
2,2,16,2,22,75,FALSE
1,1,3,3,22,27,FALSE
1,1,6,2,22,60,TRUE
32,38,948,213,22,507,FALSE
2,2,5,0,22,217,FALSE
2,2,9,23,22,215,FALSE
1,3,147,226,22,60,TRUE
3,4,15,3,22,78,TRUE
1,1,11,0,22,26,FALSE
3,4,155,35,22,12,TRUE
1,1,2,3,22,4,FALSE
1,1,6,5,22,3,FALSE
2,2,38,27,22,5,TRUE
1,1,1,1,22,4,FALSE
1,1,1,1,22,1,FALSE
3,3,139,0,22,23,TRUE
3,3,4,4,22,252,FALSE
1,1,1,1,22,58,FALSE
1,1,0,1,22,18,FALSE
1,1,0,3,22,19,FALSE
9,12,952,10,22,259,TRUE
1,1,3,1,22,9,TRUE
2,3,37,15,22,167,TRUE
1,1,0,3,22,8,FALSE
1,1,0,28,22,7,FALSE
1,1,15,12,22,10,FALSE
2,2,79,13,22,217,FALSE
2,4,17,25,22,142,TRUE
4,5,12,11,22,148,TRUE
5,8,50,92,22,303,TRUE
1,3,21,14,22,10,TRUE
1,1,9,5,22,6,TRUE
3,7,155,68,22,299,TRUE
5,10,112,62,22,362,TRUE
1,1,3,0,22,18,FALSE
1,1,5,2,22,20,FALSE
2,2,26,1,22,64,TRUE
2,2,7,4,22,211,FALSE
2,2,16,1,22,209,TRUE
1,1,11,2,22,2,TRUE
9,13,208,154,22,567,TRUE
1,1,19,0,22,28,TRUE
3,3,17,1,22,286,FALSE
2,3,75,4,22,102,TRUE
3,3,14,2,22,323,FALSE
1,1,27,75,22,111,FALSE
3,3,128,54,22,319,FALSE
1,1,45,2,22,11,TRUE
3,4,71,18,22,14,FALSE
1,1,1,1,22,11,FALSE
5,6,38,11,22,274,FALSE
2,3,14,13,22,24,FALSE
2,2,21,2,22,4,TRUE
6,9,206,51,22,359,TRUE
1,1,4,1,22,16,FALSE
1,1,1,1,22,8,FALSE
2,8,44,51,22,77,TRUE
3,6,203,166,22,59,TRUE
3,3,50,33,22,46,FALSE
1,1,14,18,22,16,FALSE
1,1,1,1,21,5,FALSE
11,48,5015,15056,22,235,TRUE
3,4,13,21,22,60,FALSE
1,1,1,1,22,15,FALSE
4,4,84,34,22,327,TRUE
1,1,77,78,22,107,TRUE
6,12,76,23,22,192,FALSE
3,3,3,49,22,231,FALSE
6,6,60,40,22,158,TRUE
3,3,18,9,22,128,TRUE
2,2,2,2,22,50,TRUE
1,1,4,4,22,58,TRUE
1,1,2,1,22,57,TRUE
3,3,33,30,22,66,TRUE
2,2,16,3,22,59,TRUE
4,7,155,84,22,88,TRUE
13,87,2515,2541,22,1387,TRUE
3,3,33,45,22,69,TRUE
4,4,21,3,22,126,TRUE
4,6,81,42,22,216,TRUE
4,13,921,889,22,265,TRUE
2,2,190,18,22,63,TRUE
1,1,1,6,22,14,FALSE
8,14,310,184,22,496,TRUE
1,1,2,2,22,14,FALSE
4,6,134,138,22,32,TRUE
2,2,1,3,22,28,FALSE
14,19,491,501,22,970,TRUE
35,43,733,162,22,512,FALSE
1,1,0,1,22,52,FALSE
1,1,0,1,22,36,FALSE
1,2,2,2,22,12,FALSE
8,23,1168,943,22,512,TRUE
1,1,1,1,22,3,FALSE
4,7,49,38,22,169,FALSE
9,31,696,703,22,1033,TRUE
4,6,12,10,22,183,TRUE
1,1,103,0,1,0,TRUE
6,7,301,214,22,418,TRUE
5,10,381,219,22,105,TRUE
3,3,34,30,22,157,TRUE
3,3,486,15,22,53,TRUE
3,3,66,0,22,242,TRUE
2,2,7,4,22,249,FALSE
1,1,1,1,22,37,FALSE
1,1,4,0,22,102,FALSE
3,5,9,6,22,111,FALSE
2,2,4,10,22,46,TRUE
1,1,7,1,22,39,FALSE
1,1,1,2,22,68,FALSE
3,3,7,0,22,259,TRUE
1,1,3,8,22,9,FALSE
2,2,15,7,22,246,FALSE
2,2,11,0,22,36,FALSE
4,4,166,26,22,257,TRUE
3,3,7,0,22,64,FALSE
1,1,3,0,22,31,FALSE
2,2,31,1,22,74,TRUE
2,2,361,2,22,49,TRUE
1,2,22,25,22,24,TRUE
2,2,20,12,22,23,FALSE
1,2,4,2,22,20,TRUE
1,1,60,0,1,0,FALSE
1,1,0,17,22,2,FALSE
5,6,113,64,22,240,TRUE
2,5,72,39,22,200,TRUE
3,4,17,7,22,22,FALSE
6,9,278,307,22,248,TRUE
1,2,138,119,22,80,FALSE
3,3,81,38,22,51,TRUE
9,30,1024,956,22,808,TRUE
1,1,7,0,22,11,FALSE
9,29,804,830,22,460,TRUE
5,5,272,80,22,152,TRUE
1,1,1,4,22,1,FALSE
4,4,38,16,22,246,FALSE
1,1,54,0,22,23,TRUE
2,3,32,2,22,173,FALSE
1,1,41,9,22,10,TRUE
2,2,4,24,22,79,FALSE
1,1,1,1,22,26,FALSE
1,1,4,0,22,25,FALSE
1,1,9,0,22,32,FALSE
3,3,12,1,22,147,TRUE
3,4,61,30,22,155,TRUE
1,1,2,2,22,48,FALSE
2,3,72,75,22,6,TRUE
2,2,10,0,22,38,FALSE
1,1,6,4,22,77,FALSE
5,8,249,224,22,296,FALSE
1,1,1,1,22,16,FALSE
2,2,2,2,22,64,FALSE
1,1,1,1,22,14,FALSE
2,2,2,2,22,36,FALSE
3,3,62,10,22,248,FALSE
1,1,4,0,22,47,FALSE
4,4,54,9,22,371,TRUE
1,1,2,2,22,46,FALSE
34,51,1115,775,22,495,FALSE
2,2,25,0,22,34,FALSE
1,1,1,17,22,19,FALSE
1,2,2,2,22,35,FALSE
3,5,59,24,22,165,TRUE
1,1,1,1,22,9,TRUE
2,2,1,2,22,42,TRUE
2,2,2,1,22,40,TRUE
1,1,7,0,22,23,FALSE
4,4,11,3,22,90,TRUE
1,1,17,3,22,47,TRUE
4,5,84,32,22,209,TRUE
1,1,6,0,22,45,FALSE
1,1,0,1,22,45,FALSE
1,1,2,1,22,14,FALSE
1,1,36,31,22,184,FALSE
2,4,30,25,22,80,TRUE
1,1,1,1,22,20,FALSE
2,4,0,520,22,31,FALSE
2,4,5,7,22,131,FALSE
3,6,19,17,22,122,TRUE
3,4,90,15,22,36,TRUE
1,1,1,1,22,7,FALSE
3,8,26,32,22,217,TRUE
4,4,57,38,22,132,FALSE
1,2,65,83,22,4,FALSE
1,1,646,646,22,183,FALSE
1,1,1,1,22,24,FALSE
3,6,77,33,22,283,FALSE
1,1,40,40,22,39,FALSE
3,3,172,81,22,205,FALSE
1,1,23,38,22,2,FALSE
1,3,25,7,22,11,TRUE
5,11,202,157,22,260,TRUE
1,1,1,1,22,9,FALSE
2,3,20,5,22,7,FALSE
1,2,12,2,22,11,FALSE
2,3,27,3,22,50,FALSE
2,3,113,129,22,7,TRUE
2,6,12,13,22,39,FALSE
1,1,0,20,22,1,FALSE
3,3,34,15,22,231,TRUE
5,5,47,15,22,250,TRUE
7,8,499,2,22,15,FALSE
1,1,1,1,22,2,FALSE
1,1,7,11,22,17,FALSE
1,1,15,16,22,16,FALSE
1,1,12,2,22,15,FALSE
1,1,56,5,22,14,FALSE
4,4,42,7,22,81,FALSE
4,4,7,4,22,103,FALSE
2,2,5,1,22,18,FALSE
1,1,3,3,22,49,FALSE
2,2,0,46,22,7,FALSE
1,1,25,0,22,5,TRUE
1,1,8,8,22,22,TRUE
4,5,70,86,22,207,TRUE
2,3,46,17,22,111,TRUE
1,1,1,2,18,2,FALSE
1,1,2,2,22,177,FALSE
2,2,67,24,22,15,TRUE
1,3,24,27,22,112,TRUE
35,47,1229,378,22,442,FALSE
2,2,24,13,22,197,TRUE
5,10,190,151,22,7,TRUE
1,1,86,0,1,0,FALSE
6,8,113,39,22,415,TRUE
1,2,6,0,22,3,FALSE
2,3,125,125,22,13,FALSE
1,1,0,5,22,1,FALSE
7,22,1233,792,22,375,TRUE
1,1,2,2,22,173,FALSE
3,4,13,12,22,193,FALSE
1,1,1,1,22,171,FALSE
1,1,15,15,22,170,FALSE
1,2,67,37,22,52,TRUE
5,5,21,13,22,246,FALSE
1,1,2,2,22,38,FALSE
3,3,12,1,22,36,FALSE
1,1,2,2,22,17,FALSE
2,2,45,42,22,8,TRUE
3,6,112,94,22,202,TRUE
2,2,7,59,22,133,FALSE
4,5,67,21,22,161,TRUE
1,1,1,1,22,92,FALSE
10,13,92,33,22,642,FALSE
1,2,1,3,19,8,FALSE
1,1,1,6,22,3,FALSE
6,9,119,90,22,439,TRUE
1,2,15,8,22,4,FALSE
3,3,18,4,22,91,FALSE
2,4,37,28,22,11,TRUE
2,7,630,554,22,60,TRUE
4,4,8,40,22,111,TRUE
1,1,1,1,22,61,FALSE
1,1,2,1,22,60,TRUE
8,8,50,16,22,429,TRUE
1,1,1,1,19,5,FALSE
1,1,4,4,22,27,FALSE
1,1,1,1,22,2,FALSE
1,1,3,0,22,18,FALSE
1,1,189,189,22,20,FALSE
1,1,1,1,22,23,FALSE
1,1,1,1,22,10,FALSE
1,1,3,1,22,40,FALSE
2,6,47,53,22,14,FALSE
1,1,2,2,22,17,FALSE
1,1,2,2,22,37,FALSE
7,7,20,8,22,397,FALSE
8,8,25,24,22,414,FALSE
3,3,34,9,22,280,TRUE
3,5,9,18,22,13,FALSE
1,2,4042,0,1,0,FALSE
11,26,524,191,22,746,TRUE
1,2,16,9,22,46,TRUE
1,1,1,0,22,20,TRUE
1,1,1,1,22,16,FALSE
19,19,100,13,22,213,FALSE
1,1,2,2,22,36,FALSE
1,1,5,5,22,16,FALSE
1,1,1,0,22,20,TRUE
2,2,6,0,22,172,FALSE
2,3,6,31,22,73,FALSE
1,1,1,1,22,14,FALSE
1,1,1,1,22,29,FALSE
1,1,2,2,22,35,FALSE
1,1,54,53,22,28,TRUE
1,1,2,2,22,34,FALSE
1,1,2,1,22,37,FALSE
2,2,15,8,22,34,TRUE
1,1,5,3,22,18,FALSE
2,2,7,2,22,36,FALSE
3,6,12,9,22,147,TRUE
1,7,11,79,22,23,FALSE
1,1,2,2,22,32,FALSE
6,6,22,42,22,152,FALSE
1,1,0,71,22,13,FALSE
2,2,13,16,22,26,FALSE
10,38,39,3,22,740,TRUE
1,1,1,0,22,9,FALSE
1,2,21,0,22,95,FALSE
4,4,9,2,22,52,FALSE
1,1,39,38,22,6,FALSE
1,1,4,2,22,42,FALSE
4,4,104,40,22,297,TRUE
1,1,1,1,22,158,FALSE
3,4,8,13,22,148,FALSE
1,1,3,0,22,24,FALSE
2,2,6,1,22,248,FALSE
2,2,11,5,22,52,FALSE
1,1,10,0,22,41,FALSE
1,1,1,3,22,90,FALSE
1,1,24,14,22,23,FALSE
1,1,0,5,22,89,FALSE
2,2,4,9,22,99,FALSE
1,1,3,1,22,6,FALSE
2,2,14,6,22,43,TRUE
2,2,3,3,22,226,FALSE
2,2,7,9,22,5,FALSE
1,6,41,35,22,112,TRUE
4,4,115,91,22,316,TRUE
4,7,30,19,22,283,TRUE
4,5,67,49,22,338,TRUE
2,4,7,5,22,146,FALSE
13,15,135,76,22,149,FALSE
23,32,1203,338,22,291,FALSE
1,1,0,2,22,140,FALSE
1,1,1,1,21,4,FALSE
2,2,5,3,22,58,FALSE
3,3,7,7,22,294,FALSE
4,4,108,35,22,308,TRUE
1,1,8,1,22,13,TRUE
2,3,106,117,22,31,TRUE
3,3,21,8,22,105,FALSE
1,1,8,1,22,12,FALSE
1,1,29,0,1,0,FALSE
1,1,117,0,1,0,TRUE
6,7,112,26,22,414,FALSE
1,1,15,2,22,68,TRUE
1,1,1,0,22,139,FALSE
1,1,1,1,22,67,FALSE
1,1,3,1,22,66,FALSE
1,1,5,5,22,65,FALSE
1,1,29,10,22,64,FALSE
1,1,22,20,22,63,FALSE
1,1,11,11,22,62,FALSE
1,1,3,0,22,61,FALSE
1,1,17,7,22,60,FALSE
5,10,154,0,22,48,TRUE
1,1,11,3,22,5,FALSE
2,3,39,23,22,162,FALSE
2,2,75,53,22,160,FALSE
4,6,111,69,22,70,TRUE
1,1,2,14,22,34,FALSE
3,3,23,88,22,34,FALSE
6,9,302,15,22,455,TRUE
4,4,10,8,22,120,TRUE
4,4,143,17,22,275,TRUE
2,2,6,6,22,74,FALSE
1,1,2,1,22,57,FALSE
1,2,47,22,22,14,TRUE
2,2,44,5,22,13,FALSE
1,1,1,1,22,56,TRUE
2,3,5,6,22,55,FALSE
2,2,7,4,22,91,FALSE
1,1,7,11,22,15,FALSE
2,4,11,6,22,74,TRUE
2,2,26,2,22,66,TRUE
2,2,37,8,22,68,TRUE
15,15,47,40,22,462,TRUE
9,12,446,204,22,371,TRUE
4,4,96,75,22,189,FALSE
4,4,21,11,22,255,TRUE
4,4,21,0,22,251,TRUE
1,1,12,6,22,40,TRUE
3,4,34,37,22,181,FALSE
1,1,16,29,22,8,TRUE
1,1,4,4,22,23,FALSE
1,1,1,1,22,24,FALSE
2,2,21,8,22,38,FALSE
3,3,9,4,22,28,TRUE
1,1,1,1,19,3,FALSE
3,3,54,25,22,105,TRUE
1,1,4,0,22,7,TRUE
2,2,20,1,22,56,TRUE
1,1,1,1,22,51,FALSE
1,1,15,7,22,39,FALSE
2,3,20,4,22,26,TRUE
3,3,33,16,22,191,TRUE
3,5,121,0,22,22,TRUE
1,1,1,1,19,2,FALSE
1,1,1,1,22,50,FALSE
2,2,4,2,22,190,FALSE
11,12,19,19,22,313,FALSE
1,1,6,1,22,2,FALSE
3,3,35,3,22,26,FALSE
3,3,66,26,22,33,FALSE
1,1,73,50,22,5,TRUE
4,4,9,12,22,313,TRUE
1,1,1,1,22,20,FALSE
4,4,17,1,22,309,FALSE
3,3,7,3,22,31,FALSE
8,8,13,122,22,339,FALSE
2,2,41,11,22,34,TRUE
3,4,29,16,22,82,TRUE
1,1,1,1,22,36,FALSE
1,1,5,3,22,35,FALSE
1,2,12,0,22,30,TRUE
3,7,261,168,22,52,TRUE
15,18,62,45,22,609,TRUE
1,1,2,2,22,18,FALSE
4,4,136,20,22,173,FALSE
1,1,12,12,22,13,FALSE
1,1,3,3,22,4,FALSE
1,1,1,1,22,3,FALSE
1,4,23,20,22,5,TRUE
6,7,72,29,22,277,TRUE
4,7,115,71,22,256,TRUE
1,2,16,31,22,55,TRUE
1,2,4,18,22,46,FALSE
1,1,21,9,22,31,FALSE
1,1,1,1,22,18,FALSE
2,2,27,13,22,40,TRUE
1,2,5,1,22,27,TRUE
2,2,5,3,22,47,FALSE
1,1,2,10,22,29,TRUE
2,2,7,2,22,45,TRUE
3,4,10,10,22,89,FALSE
1,1,1,1,22,14,FALSE
2,2,27,3,22,65,FALSE
3,3,24,10,22,142,TRUE
1,1,4,1,22,26,TRUE
1,1,1,1,22,13,FALSE
3,4,188,20,22,151,TRUE
1,1,20,12,22,32,TRUE
1,1,27,15,22,31,FALSE
1,1,11,18,22,40,TRUE
1,2,9,1,22,42,TRUE
1,1,4,6,22,38,FALSE
1,1,5,4,22,37,TRUE
1,3,84,44,22,67,TRUE
1,1,7,4,22,20,FALSE
2,2,4,4,22,25,FALSE
36,75,1509,2811,22,347,FALSE
1,1,1,0,22,133,FALSE
1,1,0,55,19,2,FALSE
1,1,4,0,22,32,TRUE
1,1,2,0,22,138,FALSE
2,3,5,6,22,160,FALSE
1,2,104,89,18,8,FALSE
1,1,101,87,18,15,FALSE
7,8,32,32,22,219,FALSE
11,41,64,66,22,681,FALSE
2,2,2,2,22,136,FALSE
5,6,28,17,22,100,FALSE
6,10,102,78,22,272,TRUE
3,3,15,7,22,132,FALSE
2,7,232,191,22,11,TRUE
4,4,75,19,22,170,FALSE
3,3,7,6,22,30,TRUE
6,7,308,227,22,182,TRUE
7,10,56,35,22,284,TRUE
2,2,7,3,22,79,FALSE
1,1,1,1,22,12,FALSE
5,19,323,0,22,178,FALSE
1,1,0,1,22,41,FALSE
33,43,1131,1143,22,265,FALSE
14,38,19,93,22,308,TRUE
1,1,4,3,22,19,FALSE
2,2,24,12,22,142,FALSE
1,1,2,29,22,69,TRUE
5,7,98,25,22,107,TRUE
4,4,24,30,22,65,TRUE
1,1,4,0,22,136,FALSE
1,1,1,1,22,1,FALSE
2,6,0,1375,22,44,FALSE
5,15,570,872,22,109,TRUE
2,2,1,3,22,134,FALSE
6,7,59,56,22,205,TRUE
1,1,0,102,19,7,FALSE
4,4,3,3,22,144,TRUE
3,3,20,3,22,33,FALSE
3,6,75,35,22,66,TRUE
1,3,3,3,22,29,FALSE
1,1,1,1,22,47,FALSE
8,18,458,231,22,229,TRUE
2,3,10,16,22,57,TRUE
1,1,2,0,21,9,FALSE
4,4,89,31,22,104,TRUE
5,14,2228,2170,22,49,TRUE
1,1,20,3,22,18,FALSE
1,1,10,0,22,11,FALSE
1,1,0,1,22,3,FALSE
1,1,0,5,22,67,FALSE
1,1,1,1,22,119,FALSE
1,2,58,12,22,80,FALSE
1,1,5,2,22,26,TRUE
1,1,27,3,22,66,FALSE
1,1,17,30,22,65,FALSE
3,3,26,23,22,43,TRUE
2,2,7,7,22,137,FALSE
1,1,0,6,22,72,FALSE
2,3,9,9,22,86,FALSE
1,1,42,15,22,34,FALSE
1,1,28,29,22,36,TRUE
1,1,5,0,22,64,FALSE
1,1,2,2,22,20,TRUE
4,7,90,51,22,208,FALSE
3,3,7,6,22,134,TRUE
1,1,5,9,22,115,FALSE
2,4,20,15,22,144,TRUE
3,4,21,37,22,32,FALSE
4,9,52,23,22,159,TRUE
2,3,21,25,22,113,TRUE
1,2,22,21,22,88,FALSE
7,15,136,126,22,245,TRUE
3,5,31,47,22,133,FALSE
1,4,104,80,22,15,FALSE
10,17,163,36,22,133,FALSE
4,4,99,19,22,220,TRUE
3,3,128,16,22,95,TRUE
1,1,2,2,22,11,TRUE
1,1,20,17,22,42,TRUE
1,1,25,25,22,43,FALSE
2,7,98,397,22,48,TRUE
1,1,7,2,22,4,TRUE
1,1,1,1,22,109,FALSE
12,13,36,25,22,291,FALSE
2,2,9,1,22,22,FALSE
2,2,71,30,22,53,TRUE
1,1,10,8,22,17,FALSE
2,2,14,6,22,123,TRUE
9,9,27,47,22,253,FALSE
3,3,4,6,22,106,FALSE
8,30,722,745,22,549,TRUE
3,3,181,17,22,55,FALSE
3,8,242,192,22,79,TRUE
3,3,15,23,22,216,FALSE
4,5,46,11,22,128,TRUE
2,2,22,13,22,6,TRUE
1,1,4,4,22,4,FALSE
2,3,22,8,22,92,TRUE
1,2,8,4,22,3,FALSE
2,2,25,3,22,8,TRUE
4,16,766,330,22,22,TRUE
1,2,7,10,22,6,FALSE
1,3,19,10,22,86,FALSE
1,1,0,1,22,2,FALSE
8,35,77,53,22,148,FALSE
