nd,nf,la,ld,ndev,nuc,contains_bug
1,1,2,1,5,1,FALSE
1,1,18,0,5,7,FALSE
2,3,61,61,5,5,FALSE
2,2,65,4,5,3,TRUE
2,2,24,3,5,19,FALSE
1,1,5,0,5,11,TRUE
1,1,47,2,5,2,FALSE
2,3,77,171,5,9,FALSE
1,1,1,1,5,15,FALSE
1,1,2,1,5,3,FALSE
3,3,25,8,5,28,FALSE
1,1,11,0,5,17,FALSE
3,4,145,11,5,21,TRUE
1,1,48,58,5,1,FALSE
1,1,390,576,5,1,FALSE
1,1,79,117,5,1,FALSE
1,1,1,1,5,2,FALSE
5,40,0,0,5,76,FALSE
5,5,0,0,5,5,FALSE
5,5,0,0,5,6,FALSE
6,6,509,657,5,17,FALSE
8,8,45,1,5,1,FALSE
3,6,81,47,5,9,FALSE
3,5,121,9,5,5,TRUE
1,1,0,4,5,3,FALSE
2,2,18,24,5,18,FALSE
2,4,54,1,5,14,TRUE
2,5,37,24,5,23,FALSE
2,2,10,0,5,3,FALSE
1,1,1,1,5,1,FALSE
3,9,334,7,5,39,TRUE
12,87,0,0,5,124,FALSE
5,7,407,2,5,33,FALSE
2,4,7,5,5,15,FALSE
3,3,40,1,5,27,TRUE
1,2,4,2,5,4,FALSE
1,2,31,1,5,9,TRUE
6,21,12,11,5,25,FALSE
3,3,51,7,5,21,FALSE
1,1,0,1,5,7,FALSE
1,1,21,15,5,6,FALSE
1,1,2,2,5,13,FALSE
1,1,2,1,5,2,FALSE
1,1,5,1,5,2,FALSE
4,7,71,60,5,41,FALSE
3,3,40,8,5,14,TRUE
1,2,13,5,5,5,FALSE
1,1,31,4,5,5,FALSE
1,2,11,14,5,7,TRUE
1,2,3,3,5,5,FALSE
2,3,14,4,5,5,FALSE
1,1,7,0,5,1,FALSE
4,17,970,765,5,16,TRUE
2,2,13,13,5,9,FALSE
7,10,430,388,5,30,TRUE
3,13,403,341,5,31,FALSE
2,3,8,1,5,20,FALSE
5,7,37,16,5,23,FALSE
1,1,6,8,5,11,FALSE
1,1,0,0,5,2,FALSE
3,6,145,107,5,19,FALSE
3,6,97,59,5,16,FALSE
3,5,104,133,5,15,FALSE
1,2,0,306,5,11,FALSE
5,5,210,10,5,16,TRUE
2,2,30,5,5,12,FALSE
1,1,2,1,5,7,FALSE
1,1,5,5,5,9,FALSE
8,14,507,592,5,30,TRUE
7,17,9,4,5,12,FALSE
4,5,10,1,5,12,FALSE
3,3,32,12,5,5,FALSE
2,3,25,25,5,10,FALSE
2,2,5,5,5,4,FALSE
1,2,57,57,5,4,FALSE
3,8,707,518,5,6,TRUE
1,1,2,2,5,1,FALSE
3,4,84,12,5,6,FALSE
6,15,204,33,5,39,TRUE
11,33,862,1448,5,59,TRUE
1,1,1,31,5,6,FALSE
1,1,94,78,5,1,FALSE
1,4,4,4,5,4,FALSE
9,65,487,1478,5,95,TRUE
9,13,192,54,5,17,TRUE
1,1,16,9,5,3,FALSE
6,7,104,97,5,4,FALSE
1,1,16,0,5,5,FALSE
3,3,7,11,5,6,FALSE
2,2,0,0,5,2,FALSE
11,34,506,74,5,17,TRUE
6,11,352,9,5,14,TRUE
13,21,237,113,5,22,FALSE
4,4,11,7,5,4,TRUE
16,213,0,0,5,213,FALSE
1,1,13,0,1,0,FALSE
1,1,1,1,5,5,FALSE
1,1,1,0,5,4,FALSE
16,52,0,2558,5,52,FALSE
42,114,6538,3716,5,63,TRUE
1,1,1,0,5,1,FALSE
225,1399,49818,205439,,,TRUE
8,10,85,116,5,495,FALSE
2,2,23,1,5,449,FALSE
1,1,3,3,5,448,FALSE
1,1,8,3,5,177,FALSE
3,3,439,440,5,45,FALSE
2,2,2,2,5,526,FALSE
1,1,8,14,5,176,FALSE
1,1,6,5,5,8,TRUE
1,1,1,1,5,2,FALSE
5,5,582,679,5,124,FALSE
1,1,11,9,5,228,FALSE
1,2,105,98,5,227,TRUE
1,1,14,10,5,1,FALSE
5,11,259,0,5,3,TRUE
2,4,30,14,5,293,TRUE
3,5,88,36,5,368,TRUE
1,1,11,5,5,12,TRUE
1,2,55,2,5,2,FALSE
1,1,23,0,1,0,FALSE
1,1,2,2,5,444,FALSE
1,1,4,4,5,3,FALSE
2,2,30,4,5,198,TRUE
1,1,1,1,5,78,FALSE
1,1,1,0,5,42,FALSE
3,3,81,1,5,94,FALSE
2,2,3,3,5,444,FALSE
1,1,1,1,5,24,FALSE
2,2,17,12,5,24,FALSE
2,7,109,50,5,46,FALSE
2,2,25,2,5,442,FALSE
2,2,8,9,5,250,TRUE
1,1,23,25,5,172,TRUE
3,4,116,21,5,401,FALSE
4,4,16,1,5,94,FALSE
2,2,25,2,5,441,FALSE
2,7,78,119,5,73,TRUE
2,3,24,24,5,443,FALSE
1,1,1,1,5,439,FALSE
1,1,1,1,5,76,FALSE
7,7,1072,1534,5,159,FALSE
1,1,7,5,5,170,FALSE
2,2,420,585,5,12,FALSE
1,1,3,4,5,9,FALSE
1,1,1,1,5,438,FALSE
1,1,23,0,1,0,FALSE
2,2,13,13,5,245,FALSE
1,1,5,10,5,24,FALSE
1,2,16,16,5,10,FALSE
3,4,49,22,5,276,FALSE
1,1,1,1,5,4,FALSE
3,3,35,38,5,246,TRUE
3,4,26,26,5,515,TRUE
3,3,963,1041,5,63,FALSE
2,2,3,3,5,438,FALSE
1,1,5,3,5,221,FALSE
2,2,2,2,5,436,FALSE
1,3,182,194,5,82,TRUE
1,3,10,11,5,38,FALSE
1,1,4,18,5,166,TRUE
1,1,2,2,5,5,FALSE
1,1,1,1,5,220,FALSE
1,1,14,3,5,1,TRUE
2,2,10,1,5,189,TRUE
1,1,1,0,5,218,FALSE
1,1,1,1,5,3,FALSE
1,1,5,3,5,217,FALSE
5,9,199,45,5,384,TRUE
2,2,24,1,5,73,FALSE
1,1,547,223,5,14,FALSE
2,2,25,2,5,431,FALSE
1,2,8,0,5,68,FALSE
1,1,1,1,5,72,FALSE
1,2,67,38,5,31,FALSE
1,1,2,4,5,6,FALSE
2,2,24,1,5,430,FALSE
1,1,1,2,5,4,FALSE
11,27,45,490,5,718,TRUE
3,5,5,5,5,14,FALSE
1,1,3,18,5,2,FALSE
2,2,2,2,5,428,FALSE
6,8,240,86,5,90,TRUE
5,9,238,206,5,295,TRUE
5,5,284,217,5,466,FALSE
6,68,69,71,5,679,FALSE
2,4,9,1,5,5,FALSE
9,9,1944,2110,5,554,FALSE
25,63,1900,2863,5,1130,TRUE
1,1,10,0,5,14,FALSE
1,1,1,1,5,31,TRUE
87,434,96631,93038,5,3842,TRUE
3,11,230,0,1,0,FALSE
1,1,18,0,1,3,FALSE
1,1,53,0,1,0,FALSE
1,1,23,0,1,0,FALSE
3,12,122,143,5,753,TRUE
17,67,1211,1260,5,1530,TRUE
5,7,310,68,5,434,FALSE
1,1,5,1,5,207,FALSE
1,1,23,0,1,0,FALSE
1,1,3,3,5,4,FALSE
5,5,159,53,5,70,FALSE
0,0,0,0,0,0,TRUE
1,3,15,14,5,28,FALSE
1,1,141,112,5,1,FALSE
1,1,1,1,5,16,FALSE
2,2,22,18,5,428,FALSE
1,1,1,1,5,63,FALSE
2,3,24,24,5,414,FALSE
2,2,25,2,5,412,FALSE
1,1,2,0,5,13,FALSE
1,1,35,20,5,21,FALSE
1,2,12,6,5,225,FALSE
6,10,39,45,5,505,FALSE
1,2,280,217,5,157,FALSE
9,29,617,597,5,1105,TRUE
3,3,24,9,5,221,FALSE
2,2,29,16,5,206,FALSE
1,1,4,6,5,10,TRUE
5,11,83,93,5,235,TRUE
6,12,48,35,5,239,TRUE
9,22,140,189,5,431,TRUE
7,14,92,87,5,246,TRUE
6,9,29,21,5,83,FALSE
1,1,5,17,5,62,TRUE
2,2,4,4,5,469,FALSE
5,6,25,25,5,518,TRUE
2,2,2,2,5,408,FALSE
1,1,1,0,5,197,FALSE
2,2,4,4,5,406,FALSE
1,1,7,1,5,9,FALSE
20,33,367,677,5,125,TRUE
1,1,12,3,4,6,FALSE
2,2,9,13,5,254,TRUE
2,3,145,34,5,402,TRUE
3,3,35,10,5,461,FALSE
3,6,58,33,5,252,TRUE
1,1,1,1,5,403,FALSE
2,2,43,26,5,29,TRUE
4,4,39,4,5,460,FALSE
5,16,952,699,5,301,TRUE
7,7,33,34,5,158,FALSE
1,1,1,1,4,8,FALSE
3,8,802,560,5,106,TRUE
3,7,66,33,5,294,FALSE
1,1,132,0,1,0,TRUE
1,1,23,0,1,0,FALSE
2,2,2,135,4,27,FALSE
1,1,2,2,5,401,FALSE
2,2,4,3,5,458,FALSE
6,6,108,38,5,123,FALSE
2,3,25,25,5,407,FALSE
2,2,31,9,5,11,FALSE
1,1,13,18,5,68,FALSE
9,9,172,53,5,215,FALSE
3,3,5,12,5,553,FALSE
4,7,1,0,5,67,FALSE
1,1,2,2,5,5,FALSE
2,6,20,3,5,244,TRUE
1,1,2,1,5,25,FALSE
1,1,9,9,5,56,FALSE
5,7,208,104,5,416,TRUE
2,2,11,0,5,210,FALSE
1,1,1,1,5,5,FALSE
3,3,4,2,5,403,FALSE
4,6,541,462,5,438,TRUE
9,18,202,204,5,517,TRUE
3,3,41,11,5,252,TRUE
3,5,21,17,5,263,TRUE
2,2,5,5,5,184,FALSE
1,1,1,1,5,3,FALSE
2,3,4,5,5,5,TRUE
1,3,10,10,5,51,FALSE
8,15,71,51,5,116,TRUE
7,11,464,0,1,0,TRUE
8,25,956,875,5,455,TRUE
1,1,15,3,4,7,FALSE
2,2,3,3,5,398,FALSE
1,1,23,0,1,0,FALSE
1,1,6,0,1,0,FALSE
1,1,0,6,4,1,FALSE
1,1,1,1,4,7,FALSE
3,3,2,25,5,453,FALSE
2,2,52,2,5,1,FALSE
8,8,246,16,5,107,FALSE
2,2,3,3,5,398,FALSE
3,4,98,12,5,250,TRUE
5,8,580,483,5,808,TRUE
1,1,41,36,5,1,FALSE
4,4,24,7,5,649,FALSE
2,2,292,214,5,79,FALSE
4,5,508,0,1,0,TRUE
4,8,0,0,4,28,FALSE
9,20,3947,3854,5,660,TRUE
7,8,73,12,5,376,TRUE
3,4,2716,2556,5,532,TRUE
1,1,7,2,5,139,FALSE
2,2,1,41,5,405,FALSE
3,3,3,3,5,453,FALSE
2,2,11,5,5,53,FALSE
3,3,30,20,5,226,TRUE
3,3,4,4,5,468,FALSE
8,8,135,161,5,305,FALSE
3,3,630,578,5,189,TRUE
1,1,5,1,5,173,FALSE
5,9,139,52,5,619,TRUE
3,3,122,24,5,57,FALSE
6,12,381,297,5,1055,TRUE
3,3,54,26,5,65,FALSE
1,1,177,94,5,386,FALSE
3,3,0,0,5,3,FALSE
1,1,1,0,5,46,FALSE
8,13,12,6,5,661,FALSE
2,12,0,0,1,0,FALSE
6,11,72,14,5,225,FALSE
4,5,20,24,5,447,FALSE
1,1,12,1,5,137,FALSE
2,12,5,5,5,17,FALSE
1,2,0,0,5,1,FALSE
2,2,3,3,5,389,FALSE
6,19,171,0,5,345,FALSE
1,1,2,1,4,2,FALSE
1,2,133,83,5,168,TRUE
3,4,49,8,5,217,FALSE
4,6,84,22,5,392,FALSE
1,1,5,1,5,29,FALSE
8,8,243,18,5,93,FALSE
3,3,20,16,5,259,FALSE
3,7,321,152,5,346,TRUE
1,1,15,12,4,15,FALSE
1,1,0,0,1,1,FALSE
1,1,0,0,1,0,FALSE
1,1,12,13,4,14,FALSE
1,9,0,0,1,0,FALSE
1,1,9,71,5,163,FALSE
1,1,65,31,5,162,FALSE
4,18,34,26,5,416,FALSE
5,14,263,92,5,236,FALSE
1,3,138,0,1,0,FALSE
1,4,3,140,4,16,FALSE
2,2,77,51,5,171,TRUE
1,2,55,56,5,5,FALSE
1,2,9,5,5,48,FALSE
1,1,12,2,5,1,FALSE
1,1,10,5,5,160,FALSE
1,1,9,6,5,159,FALSE
2,4,119,144,5,313,FALSE
1,2,358,426,5,82,TRUE
1,2,8,8,4,31,FALSE
3,3,4,3,5,221,FALSE
4,5,130,218,5,405,FALSE
1,1,3,3,5,199,FALSE
3,3,45,8,5,23,TRUE
4,5,252,228,5,441,TRUE
1,1,3,0,4,4,FALSE
2,3,23,1,5,205,FALSE
2,2,40,9,4,190,FALSE
1,1,100,0,5,14,FALSE
3,3,677,203,5,210,TRUE
4,4,80,2,5,393,FALSE
2,2,2313,1958,4,188,TRUE
1,1,1,1,5,3,FALSE
3,6,53,55,5,17,FALSE
2,4,29,30,5,168,FALSE
1,1,1,1,4,21,FALSE
1,1,1,0,4,1,FALSE
5,9,45,35,5,634,FALSE
6,6,49,23,4,439,FALSE
1,1,4,3,4,154,FALSE
3,3,5,16,4,157,FALSE
1,1,10,18,4,152,FALSE
1,2,4,4,5,11,FALSE
1,2,5,7,5,2,FALSE
2,4,87,3,5,201,FALSE
1,2,21,21,5,44,FALSE
4,21,421,8,5,79,FALSE
5,9,326,39,4,446,TRUE
1,7,120,4,5,55,FALSE
1,1,1,1,4,27,FALSE
10,10,393,23,4,81,FALSE
2,2,3,5,4,276,FALSE
2,2,18,14,4,162,FALSE
1,1,1,1,4,1,FALSE
3,4,19,3,4,376,TRUE
1,1,1,1,4,27,FALSE
5,5,75,47,4,724,TRUE
1,1,19,3,4,144,TRUE
1,1,6,7,4,8,FALSE
4,4,26,3,4,560,FALSE
4,5,7,3,4,47,FALSE
1,1,11,1,4,125,FALSE
1,1,8,1,4,3,FALSE
2,2,18,1,4,42,FALSE
2,2,3,1,4,11,FALSE
1,1,1,0,4,141,TRUE
1,1,1,1,4,2,FALSE
2,2,2,2,4,374,FALSE
1,1,3,0,4,8,FALSE
2,2,35,6,4,125,TRUE
29,40,269,382,4,1070,FALSE
1,1,2,5,1,2,FALSE
1,1,9,1,4,1,FALSE
1,1,20,10,4,11,FALSE
5,5,361,7,4,371,FALSE
4,7,1,1,4,20,FALSE
1,1,7,6,4,11,FALSE
1,1,1,2,4,121,FALSE
5,8,41,35,4,383,TRUE
1,1,5,8,1,1,FALSE
1,1,30,0,1,0,FALSE
4,7,60404,60378,4,47,FALSE
1,2,60473,0,1,0,FALSE
1,2,0,821,4,2,FALSE
1,2,0,0,1,0,FALSE
1,1,1,1,4,6,FALSE
2,2,3,3,4,373,FALSE
2,2,9,8,4,157,FALSE
1,1,44,14,4,6,FALSE
2,2,2,2,4,369,FALSE
2,2,8,3,4,19,FALSE
1,1,4,7,4,138,TRUE
1,1,75,79,4,119,TRUE
1,1,12,20,4,137,TRUE
2,2,23,1,4,366,FALSE
1,1,4,0,4,136,TRUE
3,4,30,23,4,378,FALSE
1,1,1,1,4,11,FALSE
1,1,1,1,4,364,FALSE
7,9,24,16,4,620,TRUE
1,1,3,1,4,133,TRUE
4,4,92,4,4,445,FALSE
1,9,183,27,4,16,FALSE
2,2,16,5,4,249,TRUE
1,1,1,1,4,361,FALSE
2,2,33,4,4,14,TRUE
1,2,2,2,4,15,FALSE
5,5,26,3,4,402,FALSE
1,1,2,7,4,129,TRUE
1,1,1,1,4,188,FALSE
7,7,310,372,4,519,TRUE
1,1,1,1,4,115,FALSE
1,1,1,1,4,187,FALSE
4,8,79,29,4,434,TRUE
1,1,6,4,4,126,TRUE
1,1,5,2,4,12,FALSE
1,1,3,2,4,125,FALSE
1,1,1,1,4,358,FALSE
1,1,24,3,4,124,TRUE
1,3,13,8,4,139,TRUE
1,1,1,1,4,122,TRUE
4,5,34,3,4,548,FALSE
1,1,29,26,4,121,TRUE
1,2,38,38,4,129,TRUE
1,1,1,0,4,5,FALSE
5,5,238,1,4,19,FALSE
3,4,438,401,4,133,TRUE
2,3,603,103,4,125,TRUE
1,1,19,16,4,117,TRUE
5,14,120,75,4,279,TRUE
1,1,106,86,4,115,TRUE
1,3,107,118,4,120,TRUE
4,6,12,2,4,695,TRUE
1,1,1,1,4,3,FALSE
1,1,15,6,4,112,FALSE
1,2,13,7,4,115,FALSE
1,1,56,5,4,110,TRUE
1,2,155,142,4,110,TRUE
4,5,24,46,4,183,TRUE
3,8,72,45,4,419,TRUE
1,1,6,8,4,9,FALSE
3,5,27,4,4,378,FALSE
1,1,3,6,4,16,FALSE
2,3,42,1,4,5,FALSE
6,6,39,4,4,98,FALSE
5,6,112,54,4,377,FALSE
2,2,36,0,4,353,FALSE
1,4,23515,16947,4,48,FALSE
3,4,55,48,4,371,TRUE
1,3,41,37,4,16,TRUE
3,3,8,5,4,545,FALSE
2,2,5,2,4,21,FALSE
3,5,17,1,4,374,TRUE
6,7,116,89,4,577,FALSE
1,1,3,3,4,102,TRUE
1,1,4,21,4,101,TRUE
5,10,51,30,4,223,FALSE
1,1,3,3,4,15,TRUE
1,1,9,4,4,52,TRUE
7,11,14,22,4,789,TRUE
4,8,0,0,4,8,FALSE
1,1,1,1,4,344,FALSE
1,1,8,13,4,99,TRUE
2,2,23,1,4,343,FALSE
10,18,47,154,4,640,FALSE
1,2,7,69,4,12,FALSE
4,7,100,64,4,334,TRUE
2,4,19,19,4,217,TRUE
1,1,1,1,4,48,FALSE
2,3,49,37,4,197,FALSE
1,1,18,0,4,4,FALSE
4,6,91,17,4,290,TRUE
1,2,827,855,4,23,FALSE
4,5,30,36,4,397,FALSE
1,1,9,21,4,92,TRUE
1,1,3,2,4,3,FALSE
2,2,4,4,4,431,TRUE
5,5,191,29,4,80,FALSE
1,1,7,35,4,3,FALSE
3,5,13665,17554,4,552,FALSE
1,1,1,1,4,5,FALSE
2,2,3,3,4,370,TRUE
12,20,423,34,4,523,TRUE
5,6,75,23,4,285,TRUE
3,3,21,24,4,210,FALSE
3,6,62151,55897,4,377,FALSE
2,2,54,3,4,91,TRUE
4,4,120,127,4,369,TRUE
1,1,9,2,4,3,FALSE
1,1,1,1,4,4,FALSE
10,10,640,355,4,474,FALSE
1,1,1,2,4,5,FALSE
1,1,1,1,4,11,TRUE
5,6,145,52,4,85,TRUE
1,2,19,6,4,144,FALSE
3,4,36,1,4,175,FALSE
3,6,79,122,4,22,TRUE
2,2,94,40,4,3,TRUE
1,2,2,2,4,6,FALSE
2,8,55,55,4,60,FALSE
4,6,28,1,4,110,FALSE
7,8,477,0,4,512,TRUE
5,9,146,50,4,347,TRUE
1,2,5,1,4,202,FALSE
1,3,55,18,4,6,FALSE
1,1,2,2,4,15,FALSE
1,2,7,7,4,4,FALSE
1,1,2,2,4,2,FALSE
2,3,12,70,4,173,FALSE
1,1,1,1,4,3,FALSE
3,11,41,37,4,182,FALSE
4,7,178,6,4,174,FALSE
6,19,407,448,4,617,FALSE
4,8,10,2,4,366,FALSE
4,6,16,114,4,205,FALSE
6,13,319,106,4,593,TRUE
7,11,158,221,4,60,FALSE
1,1,45,56,4,4,FALSE
3,3,117,78,4,5,FALSE
3,7,400,12,4,2,FALSE
4,8,62,7,4,439,TRUE
4,5,93,5,4,597,FALSE
2,2,2,2,4,424,FALSE
5,5,234,183,4,183,FALSE
11,12,81,189,4,309,FALSE
11,14,115,47,4,712,TRUE
1,1,4,4,4,7,FALSE
6,6,2,7,4,244,FALSE
5,9,31,42,4,400,TRUE
6,12,9,7,4,178,FALSE
2,3,3,2,4,6,FALSE
4,6,43,154,4,116,TRUE
2,2,2,4,4,87,TRUE
6,11,32941,28995,4,540,TRUE
2,2,31,2,4,93,FALSE
4,7,24,13,4,304,TRUE
7,12,227,31,4,511,FALSE
1,1,2,1,4,323,FALSE
9,23,1038,7,4,696,TRUE
1,1,1,1,4,91,FALSE
4,4,21,11,4,510,TRUE
4,4,108,51,4,204,TRUE
2,2,6,6,4,34,FALSE
8,10,64,30,4,294,TRUE
6,7,231,199,4,198,TRUE
1,1,27,24,4,92,FALSE
5,12,46,41,4,147,FALSE
9,20,240,51,4,217,TRUE
1,1,4,22,4,89,FALSE
6,16,457,91,4,186,TRUE
1,1,2,2,4,87,FALSE
1,2,11,10,4,123,FALSE
1,1,2,2,4,70,TRUE
1,2,25,25,4,121,FALSE
3,4,90,13,4,188,TRUE
10,17,137,35,4,891,TRUE
1,1,8,1,4,82,FALSE
5,8,20611,15840,4,539,FALSE
1,1,21,8,4,78,TRUE
1,1,7,9,4,77,TRUE
2,2,8,10,4,98,TRUE
1,1,1,1,4,5,FALSE
5,12,285,113,4,619,TRUE
4,6,22778,26544,4,443,FALSE
2,2,8,2,4,381,TRUE
5,5,98,30,4,423,FALSE
2,2,3,3,4,103,FALSE
1,1,0,0,4,1,FALSE
1,2,25,4,4,6,FALSE
2,2,6,6,4,46,FALSE
4,6,16,13,4,146,FALSE
4,4,8,7,4,479,FALSE
1,1,51,11,4,73,TRUE
2,2,4,6,4,95,TRUE
8,11,36,29,4,244,FALSE
2,2,6,6,4,25,FALSE
2,2,3,1,4,23,FALSE
3,5,14,9,4,384,TRUE
1,1,4,4,4,38,FALSE
3,5,52,42,4,100,FALSE
8,11,70,61,4,210,FALSE
1,1,3,1,4,68,TRUE
3,3,2,4,4,103,FALSE
4,6,14200,11599,4,412,FALSE
1,1,1,0,4,8,FALSE
16,17,126,148,4,135,FALSE
2,5,71,40,4,125,FALSE
5,11,411,408,4,106,TRUE
5,6,1731,262,4,6,TRUE
1,1,28,30,4,5,FALSE
4,4,188,119,4,379,TRUE
4,4,7,5,4,27,TRUE
1,1,2,2,4,1,FALSE
2,2,32,26,4,64,TRUE
7,7,16,2,4,59,TRUE
1,2,171,106,4,33,TRUE
3,4,92,11,4,101,TRUE
5,11,31444,31472,4,458,TRUE
1,1,29,0,4,31,TRUE
3,5,1240,1111,4,381,FALSE
6,14,37980,37189,4,339,TRUE
6,15,35393,32100,4,555,TRUE
1,4,70678,0,4,6,FALSE
3,3,205,300,4,96,FALSE
1,1,297,0,1,0,FALSE
1,1,2,2,4,30,FALSE
1,1,1,1,4,79,FALSE
4,4,208,155,4,51,FALSE
1,1,0,4,4,1,FALSE
3,12,154,50,4,467,FALSE
3,7,20,27,4,419,TRUE
1,3,15,14,4,18,FALSE
3,3,10,3,4,317,TRUE
1,1,1,1,4,4,FALSE
2,2,5,3,4,306,FALSE
4,4,18,7,4,180,TRUE
2,2,39,2,4,90,FALSE
2,2,41,1,4,376,FALSE
1,1,7,4,4,28,FALSE
1,1,24,29,4,54,TRUE
1,1,53,36,4,53,TRUE
6,6,18,7,4,431,FALSE
4,4,513,250,4,100,FALSE
2,2,18,6,4,79,FALSE
3,8,83,35,4,403,TRUE
1,1,2,0,4,8,FALSE
7,13,151,124,4,544,FALSE
3,3,36,5,4,69,TRUE
4,4,34,20,4,258,TRUE
5,8,41,9,4,584,TRUE
2,3,60,30,4,471,FALSE
1,1,3,10,4,49,TRUE
1,1,5,10,4,29,FALSE
1,1,16,1,4,4,TRUE
2,3,44,22,4,110,TRUE
3,5,21,3,4,240,TRUE
1,1,1,1,4,294,FALSE
2,9,88,65,4,222,FALSE
1,1,7,0,4,25,FALSE
1,1,1,1,4,293,FALSE
2,3,10,3,4,110,FALSE
5,31,255,236,4,156,TRUE
3,4,5,13,4,19,FALSE
3,8,14,3,4,176,FALSE
1,1,28,28,4,1,FALSE
5,10,112,81,4,97,TRUE
5,8,85,38,4,97,TRUE
3,3,21,5,4,61,FALSE
3,4,34,5,4,226,FALSE
2,7,62,5,4,149,FALSE
9,11,28,24,4,409,TRUE
5,51,364,233,4,221,TRUE
3,4,24,4,4,146,FALSE
8,13,233,12,4,580,TRUE
1,1,12,8,4,3,FALSE
4,4,74,6,4,212,FALSE
4,6,79,80,4,27,FALSE
9,23,355,128,4,576,TRUE
9,25,648,305,4,540,TRUE
4,12,30,2,4,335,TRUE
5,5,174,29,4,126,TRUE
1,1,5,3,4,38,TRUE
1,1,1,1,4,285,FALSE
2,2,3,3,4,353,FALSE
1,14,0,0,1,0,FALSE
2,23,0,0,4,35,FALSE
2,2,6,6,4,14,FALSE
2,2,9,9,4,12,FALSE
1,1,261,258,4,5,TRUE
1,1,1,1,4,283,FALSE
1,1,88,90,4,37,TRUE
3,4,18,18,4,108,TRUE
1,1,64,0,1,0,FALSE
4,4,35,14,4,382,TRUE
4,5,6,140,4,327,TRUE
1,1,2,2,4,22,FALSE
1,1,1,1,4,68,FALSE
5,9,154,33,4,552,TRUE
4,7,1,1,4,11,FALSE
2,2,6,6,4,10,FALSE
3,4,4,4,4,355,FALSE
7,28,224,66,4,335,FALSE
6,8,90,15,4,26,TRUE
3,3,17,14,4,22,FALSE
2,2,3,3,4,341,FALSE
6,6,506,342,4,128,FALSE
2,6,57,6,4,47,FALSE
3,3,3,3,4,352,FALSE
3,3,3,3,4,370,TRUE
1,13,0,0,1,0,FALSE
1,3,18,12,4,32,TRUE
1,1,4,1,4,39,TRUE
1,1,2,3,4,38,TRUE
3,3,21,6,4,40,TRUE
5,7,13,4,4,47,TRUE
1,1,12,0,4,36,TRUE
1,2,12,3,4,60,FALSE
2,3,170,169,4,89,TRUE
2,3,21,20,4,30,FALSE
2,2,30,27,4,63,FALSE
1,1,16,13,4,29,TRUE
1,1,1,1,4,273,FALSE
1,2,2,12,4,23,FALSE
9,14,178,117,4,344,TRUE
1,1,2,0,4,5,FALSE
7,18,138,73,4,513,TRUE
1,1,1,1,4,133,FALSE
2,9,4,4,4,21,FALSE
5,6,21,19,4,295,FALSE
5,5,14,14,4,366,FALSE
1,1,11,3,4,31,FALSE
1,1,2,2,4,59,FALSE
3,3,22,20,4,80,FALSE
5,5,19,6,4,333,TRUE
1,1,1,1,4,58,FALSE
2,2,9,1,4,289,TRUE
3,3,17,8,4,18,FALSE
1,1,1,1,4,2,FALSE
29,58,983,47515,4,790,TRUE
3,4,26,11,4,315,TRUE
5,8,91,52,4,329,TRUE
7,11,99,84,4,312,TRUE
7,16,958,43,4,406,TRUE
3,3,3,16,4,312,TRUE
2,2,41,3,4,77,FALSE
2,2,1,2,4,22,TRUE
1,1,10,18,4,20,TRUE
10,20,541,672,4,335,TRUE
2,2,25,4,4,31,TRUE
2,3,69,3,4,29,FALSE
1,2,0,0,4,1,FALSE
6,8,56,17,4,313,TRUE
2,2,2,2,4,304,FALSE
29,35,1121,204,4,598,FALSE
4,7,489,489,4,17,TRUE
5,9,226,166,4,279,TRUE
4,5,4,4,4,15,FALSE
2,2,2,1,4,9,FALSE
7,19,34,285,4,25,FALSE
1,1,261,0,1,0,TRUE
4,23,3041,1036,4,19,FALSE
2,2,190,62,4,38,TRUE
2,2,6,4,4,19,TRUE
4,5,50,39,4,26,TRUE
3,3,17,0,4,132,FALSE
4,5,1,6,4,30,FALSE
1,2,20,17,4,35,FALSE
1,3,18,18,2,17,FALSE
2,35,0,0,4,81,FALSE
2,4,19,26,4,11,TRUE
5,9,37,89,4,50,TRUE
1,2,23,15,4,23,TRUE
12,28,324,271,4,344,TRUE
1,1,1,1,4,1,FALSE
9,38,561,798,4,68,TRUE
1,1,30,30,4,27,FALSE
5,11,2,2,4,273,FALSE
2,3,77,52,4,22,TRUE
3,4,29,67,4,253,TRUE
3,4,300,136,4,7,TRUE
1,1,0,8,4,1,FALSE
4,5,56,162,4,26,TRUE
5,10,57,45,4,265,TRUE
2,3,198,380,4,8,TRUE
2,15,0,0,4,11,FALSE
13,34,787,102,4,416,TRUE
1,3,36,2,4,9,FALSE
8,9,167,90,4,12,TRUE
3,3,28,5,4,242,FALSE
1,2,3,8,4,4,FALSE
1,1,1,1,4,2,FALSE
31,161,15497,16957,4,1322,TRUE
1,1,1,0,4,46,FALSE
2,3,73,1,4,68,TRUE
1,2,171,118,4,2,TRUE
10,70,4026,452,4,771,TRUE
4,7,65,20,4,450,TRUE
3,11,1,1,4,239,FALSE
3,12,28,1,4,275,FALSE
1,1,4,4,4,44,FALSE
4,8,135,3,4,487,TRUE
6,17,218,79,4,667,TRUE
7,25,285,893,4,891,TRUE
6,12,707,447,4,419,TRUE
5,5,5,5,4,333,FALSE
2,2,29,2,4,265,FALSE
1,1,6,1,4,205,FALSE
1,1,0,2,4,1,FALSE
